timestamp,signal,price,final_equity,accuracy
2025-11-05 16:00:00,BUY,0.0429904235279766,14270.407797410944,0.8374591312470808
2025-11-05 16:00:00,BUY,0.0429904235279766,14270.407797410944,0.8374591312470808
2025-11-05 18:00:00,BUY,0.0419723145997803,14098.292245380151,0.836677554829678
2025-11-05 18:00:00,BUY,0.0419723145997803,14098.292245380151,0.836677554829678
2025-11-05 18:00:00,BUY,0.0419723145997803,14098.292245380151,0.836677554829678
2025-11-05 18:00:00,BUY,0.0419723145997803,14098.292245380151,0.836677554829678
2025-11-05 18:00:00,BUY,0.0419723145997803,14098.292245380151,0.836677554829678
2025-11-05 18:00:00,BUY,0.0419723145997803,14098.292245380151,0.836677554829678
2025-11-05 18:00:00,BUY,0.0419723145997803,14098.292245380151,0.836677554829678
2025-11-05 18:00:00,BUY,0.0419723145997803,14098.292245380151,0.836677554829678
2025-11-05 18:00:00,BUY,0.0419723145997803,14098.292245380151,0.836677554829678
2025-11-05 18:00:00,BUY,0.0419723145997803,14098.292245380151,0.836677554829678
2025-11-05 18:00:00,BUY,0.0419723145997803,14098.292245380151,0.836677554829678
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
2025-11-05 19:00:00,BUY,0.0422466713320357,14144.673392934936,0.8362873134328358
